RBP	variable	value
WWP2	hsa-mir-200b	0
CPSF1	hsa-mir-200b	0
CPSF2	hsa-mir-200b	0
CPSF3	hsa-mir-200b	0
CPSF4	hsa-mir-200b	0
NUDT21	hsa-mir-200b	0.115740740740741
CPSF6	hsa-mir-200b	0
CPSF7	hsa-mir-200b	0
CSTF2	hsa-mir-200b	0
CSTF3	hsa-mir-200b	0
FIP1L1	hsa-mir-200b	0
WDR33	hsa-mir-200b	0
SYMPK	hsa-mir-200b	0
EPRS	hsa-mir-200b	0.240874891771612
RARS	hsa-mir-200b	0.151883353584447
IARS	hsa-mir-200b	0.104134124752681
LARS	hsa-mir-200b	0
DARS	hsa-mir-200b	1.82442467167076
QARS	hsa-mir-200b	0.0952986022871665
MARS	hsa-mir-200b	0.297987550304084
KARS	hsa-mir-200b	0.127420998980632
AIMP1	hsa-mir-200b	0
AIMP2	hsa-mir-200b	0
ZNF385A	hsa-mir-200b	0
LARP7	hsa-mir-200b	0.604053162373638
DZIP3	hsa-mir-200b	0
TIAL1	hsa-mir-200b	0
MYEF2	hsa-mir-200b	0
RBFOX2	hsa-mir-200b	7.01430722891566
KNOP1	hsa-mir-200b	0.719006079830822
DHX37	hsa-mir-200b	0.577659283565764
DDX21	hsa-mir-200b	1.71086012344909
LRPPRC	hsa-mir-200b	0.453994334273098
RBM45	hsa-mir-200b	0
RBMS1	hsa-mir-200b	0
RBMS2	hsa-mir-200b	0
HARS2	hsa-mir-200b	0
SUGP2	hsa-mir-200b	0
MATR3	hsa-mir-200b	1.04485092734772
YBX3	hsa-mir-200b	1.39496612261142
YBX1	hsa-mir-200b	1.29476713701974
YBX2	hsa-mir-200b	0.466853408029879
C1QBP	hsa-mir-200b	0.445910065650922
PTBP1	hsa-mir-200b	0.767454679096125
PTBP3	hsa-mir-200b	0.446708463949843
FAM98A	hsa-mir-200b	0.812722813086278
FAM98B	hsa-mir-200b	1.85185185185185
MTERF3	hsa-mir-200b	0
PTCD3	hsa-mir-200b	0.313479623824451
TRIM56	hsa-mir-200b	0
PDCD11	hsa-mir-200b	1.5843017847456
UPF1	hsa-mir-200b	2.26157736943437
NOL6	hsa-mir-200b	0.452685421994885
ERAL1	hsa-mir-200b	7.48847926267281
UTP20	hsa-mir-200b	1.98283823882652
QKI	hsa-mir-200b	0
PUF60	hsa-mir-200b	0.163398692810457
LSM10	hsa-mir-200b	0
LSM11	hsa-mir-200b	0
CASC3	hsa-mir-200b	0
NONO	hsa-mir-200b	0.655594265949445
SFPQ	hsa-mir-200b	0.490706564364779
ZNF106	hsa-mir-200b	0
DDX49	hsa-mir-200b	0
CELF2	hsa-mir-200b	0
CELF1	hsa-mir-200b	0
PIP5K1A	hsa-mir-200b	0
EIF2AK2	hsa-mir-200b	2.63174366321724
LARP6	hsa-mir-200b	0
ZC3H10	hsa-mir-200b	0
C9ORF114	hsa-mir-200b	0.786418400876232
SF1	hsa-mir-200b	0
PUM1	hsa-mir-200b	0.526315789473684
PUM2	hsa-mir-200b	0
ELAC1	hsa-mir-200b	0
IGF2BP1	hsa-mir-200b	0.439955973468191
IGF2BP2	hsa-mir-200b	0.769814980049277
IGF2BP3	hsa-mir-200b	0.402906181259231
PGAM5	hsa-mir-200b	0.869565217391304
CSTF1	hsa-mir-200b	0
LCORL	hsa-mir-200b	0
NOL4L	hsa-mir-200b	0
LIN28A	hsa-mir-200c	1.1333914559721
LIN28B	hsa-mir-200c	0
ZCCHC11	hsa-mir-200c	0
ZCCHC6	hsa-mir-200c	0
HNRNPL	hsa-mir-200c	1.08756283871668
STRBP	hsa-mir-200c	0.621549766690772
NUDT16L1	hsa-mir-200c	0.19047619047619
GRSF1	hsa-mir-200c	9.47879401582798
HNRNPF	hsa-mir-200c	1.52528981143879
HNRNPH1	hsa-mir-200c	1.14712489614234
HNRNPH2	hsa-mir-200c	1.64556091990128
HNRNPH3	hsa-mir-200c	0.28123761558976
ADARB1	hsa-mir-200c	0
ESRP1	hsa-mir-200c	6.22576035925699
TRMT10C	hsa-mir-200c	0
RBM4	hsa-mir-200c	8.20299520926407
RBM4B	hsa-mir-200c	0
RBM12B	hsa-mir-200c	0
SLTM	hsa-mir-200c	0
SAFB	hsa-mir-200c	0
FUS	hsa-mir-200c	0.664973047913741
TAF15	hsa-mir-200c	0.632496393819956
RBM14	hsa-mir-200c	1.67924360258301
DDX1	hsa-mir-200c	4.67939324196907
APOBEC3B	hsa-mir-200c	0
RTCB	hsa-mir-200c	6.02477216057075
DDX23	hsa-mir-200c	1.14285714285714
RBM47	hsa-mir-200c	0
PRMT1	hsa-mir-200c	0
RBM6	hsa-mir-200c	0
SUGP1	hsa-mir-200c	0
PLRG1	hsa-mir-200c	0
CDC5L	hsa-mir-200c	0
CDC40	hsa-mir-200c	0
SF3A1	hsa-mir-200c	1.04215456674473
SF3A3	hsa-mir-200c	1.30718954248366
SF3B1	hsa-mir-200c	1.60667192245197
SF3B2	hsa-mir-200c	2.62402243273107
SF3B3	hsa-mir-200c	1.74858431461496
SF3B4	hsa-mir-200c	1.58907106026426
SF3B5	hsa-mir-200c	0
U2SURP	hsa-mir-200c	1.79575635274091
RBM10	hsa-mir-200c	0
CHERP	hsa-mir-200c	1.58730158730159
CCAR1	hsa-mir-200c	0
RBM17	hsa-mir-200c	0
RBM5	hsa-mir-200c	0
AQR	hsa-mir-200c	0.188679245283019
XAB2	hsa-mir-200c	0
PAXBP1	hsa-mir-200c	0
PURA	hsa-mir-200c	0.627943485086342
PURB	hsa-mir-200c	0
PLOD1	hsa-mir-200c	0
HNRNPA0	hsa-mir-200c	0.174406224960645
HNRNPA1	hsa-mir-200c	0.486739520538975
HNRNPA2B1	hsa-mir-200c	0.491365764948268
HNRNPA3	hsa-mir-200c	0.40088826211527
HNRNPK	hsa-mir-200c	1.24597013329778
KIN	hsa-mir-200c	0
TRIM71	hsa-mir-200c	0
G3BP2	hsa-mir-200c	0.773876090360098
ZC3H7A	hsa-mir-200c	0
ZC3H7B	hsa-mir-200c	0
XRN1	hsa-mir-200c	0
TRIM25	hsa-mir-200c	0
ATXN2L	hsa-mir-200c	2.77768799827623
ATXN2	hsa-mir-200c	0
NUFIP2	hsa-mir-200c	2.37065920170677
TTC3	hsa-mir-200c	0
PAPD4	hsa-mir-200c	0
ZC3H11A	hsa-mir-200c	0
HNRNPM	hsa-mir-200c	1.18468127919124
ZNF346	hsa-mir-200c	0.335570469798658
RTCA	hsa-mir-200c	0
DHX36	hsa-mir-200c	4.01145373267619
USP36	hsa-mir-200c	0
PATL1	hsa-mir-200c	0
EDC3	hsa-mir-200c	0
EDC4	hsa-mir-200c	0.493827160493827
DCP1A	hsa-mir-200c	0
DCP1B	hsa-mir-200c	0
DCP2	hsa-mir-200c	0
DDX3X	hsa-mir-200c	1.46965048469147
DDX3Y	hsa-mir-200c	0
HNRNPR	hsa-mir-200c	0.848565656643324
SYNCRIP	hsa-mir-200c	1.01132342163207
ZFR	hsa-mir-200c	0.587121212121212
TRMT1L	hsa-mir-200c	0
MSI1	hsa-mir-200c	0
MSI2	hsa-mir-200c	0.183038438071995
TRIM26	hsa-mir-200c	0
SART3	hsa-mir-200c	0.315789473684211
RBBP6	hsa-mir-200c	0
CRTAP	hsa-mir-200c	1.05820105820106
P3H1	hsa-mir-200c	0
TRA2A	hsa-mir-200c	3.28638497652582
TRA2B	hsa-mir-200c	1.38584542775304
WWP1	hsa-mir-200c	0
WWP2	hsa-mir-200c	0
CPSF1	hsa-mir-200c	1.70454545454545
CPSF2	hsa-mir-200c	0
CPSF3	hsa-mir-200c	0
CPSF4	hsa-mir-200c	0
NUDT21	hsa-mir-200c	0
CPSF6	hsa-mir-200c	0
CPSF7	hsa-mir-200c	0
CSTF2	hsa-mir-200c	0
CSTF3	hsa-mir-200c	0
FIP1L1	hsa-mir-200c	0
WDR33	hsa-mir-200c	0
SYMPK	hsa-mir-200c	0.323624595469256
EPRS	hsa-mir-200c	0.442579469942081
RARS	hsa-mir-200c	0.585695636591648
IARS	hsa-mir-200c	0.124960949703218
LARS	hsa-mir-200c	0
DARS	hsa-mir-200c	1.50849791120961
QARS	hsa-mir-200c	0.254129606099111
MARS	hsa-mir-200c	0.277259234323836
KARS	hsa-mir-200c	0.152905198776758
AIMP1	hsa-mir-200c	0
AIMP2	hsa-mir-200c	0.33112582781457
ZNF385A	hsa-mir-200c	0
LARP7	hsa-mir-200c	0.540123688172736
DZIP3	hsa-mir-200c	0
TIAL1	hsa-mir-200c	0
MYEF2	hsa-mir-200c	0
RBFOX2	hsa-mir-200c	0.301204819277108
KNOP1	hsa-mir-200c	0.58325095325519
DHX37	hsa-mir-200c	1.44320188802305
DDX21	hsa-mir-200c	1.81899340167048
LRPPRC	hsa-mir-200c	0.551230026556052
RBM45	hsa-mir-200c	0
RBMS1	hsa-mir-200c	0
RBMS2	hsa-mir-200c	0
HARS2	hsa-mir-200c	0
SUGP2	hsa-mir-200c	0.656761412575366
MATR3	hsa-mir-200c	1.05786455986699
YBX3	hsa-mir-200c	1.31315416887075
YBX1	hsa-mir-200c	1.38433013480639
YBX2	hsa-mir-200c	0.65359477124183
C1QBP	hsa-mir-200c	0.334432549238191
PTBP1	hsa-mir-200c	0.82052082686536
PTBP3	hsa-mir-200c	0.288227098571926
FAM98A	hsa-mir-200c	5.80457549170574
FAM98B	hsa-mir-200c	36.2774165405744
MTERF3	hsa-mir-200c	0
PTCD3	hsa-mir-200c	0.313479623824451
TRIM56	hsa-mir-200c	0.888888888888889
PDCD11	hsa-mir-200c	2.09033802650009
UPF1	hsa-mir-200c	1.33988929098671
NOL6	hsa-mir-200c	6.2629781792458
ERAL1	hsa-mir-200c	0
UTP20	hsa-mir-200c	5.13778252442704
QKI	hsa-mir-200c	0
PUF60	hsa-mir-200c	1.2551990493167
LSM10	hsa-mir-200c	0
LSM11	hsa-mir-200c	0
CASC3	hsa-mir-200c	0
NONO	hsa-mir-200c	0.366868916144502
SFPQ	hsa-mir-200c	0.367938782248919
ZNF106	hsa-mir-200c	0
DDX49	hsa-mir-200c	0
CELF2	hsa-mir-200c	0
CELF1	hsa-mir-200c	0
PIP5K1A	hsa-mir-200c	0
EIF2AK2	hsa-mir-200c	0.174867030321168
LARP6	hsa-mir-200c	0
ZC3H10	hsa-mir-200c	0
C9ORF114	hsa-mir-200c	0.36144578313253
SF1	hsa-mir-200c	0
PUM1	hsa-mir-200c	0
PUM2	hsa-mir-200c	0
ELAC1	hsa-mir-200c	66.6666666666667
IGF2BP1	hsa-mir-200c	0.381295221666067
IGF2BP2	hsa-mir-200c	0.768103558097798
IGF2BP3	hsa-mir-200c	1.05623989488448
PGAM5	hsa-mir-200c	0
CSTF1	hsa-mir-200c	0
LCORL	hsa-mir-200c	0
NOL4L	hsa-mir-200c	0
LIN28A	hsa-mir-205	1.2205754141238
LIN28B	hsa-mir-205	0.474495848161329
ZCCHC11	hsa-mir-205	0
ZCCHC6	hsa-mir-205	0
HNRNPL	hsa-mir-205	1.11492159969068
STRBP	hsa-mir-205	0
NUDT16L1	hsa-mir-205	0
GRSF1	hsa-mir-205	0.289177489177489
HNRNPF	hsa-mir-205	0.836843030434226
HNRNPH1	hsa-mir-205	0.682667246510065
HNRNPH2	hsa-mir-205	0.14058106841612
HNRNPH3	hsa-mir-205	0.209872823312573
ADARB1	hsa-mir-205	0
ESRP1	hsa-mir-205	0
TRMT10C	hsa-mir-205	0
RBM4	hsa-mir-205	0.211864406779661
RBM4B	hsa-mir-205	0
RBM12B	hsa-mir-205	0
SLTM	hsa-mir-205	0
SAFB	hsa-mir-205	0
FUS	hsa-mir-205	0.613360599538669
TAF15	hsa-mir-205	0.876394199046835
RBM14	hsa-mir-205	0.7129666750428
DDX1	hsa-mir-205	1.16306961077604
APOBEC3B	hsa-mir-205	0.405619808604883
RTCB	hsa-mir-205	1.20813488918587
DDX23	hsa-mir-205	0
RBM47	hsa-mir-205	0
PRMT1	hsa-mir-205	0
RBM6	hsa-mir-205	0
SUGP1	hsa-mir-205	0
PLRG1	hsa-mir-205	8.33333333333333
CDC5L	hsa-mir-205	0
CDC40	hsa-mir-205	0
SF3A1	hsa-mir-205	0
SF3A3	hsa-mir-205	0
SF3B1	hsa-mir-205	1.40959151288871
SF3B2	hsa-mir-205	1.30047347399951
SF3B3	hsa-mir-205	1.18666438750858
SF3B4	hsa-mir-205	0.499415887850467
SF3B5	hsa-mir-205	0
U2SURP	hsa-mir-205	0.330296867426533
RBM10	hsa-mir-205	0
CHERP	hsa-mir-205	0
CCAR1	hsa-mir-205	0
RBM17	hsa-mir-205	0
RBM5	hsa-mir-205	0
AQR	hsa-mir-205	1.165371809101
XAB2	hsa-mir-205	0
PAXBP1	hsa-mir-205	0
PURA	hsa-mir-205	1.71319363865948
PURB	hsa-mir-205	0
PLOD1	hsa-mir-205	0
HNRNPA0	hsa-mir-205	0.41525828071662
HNRNPA1	hsa-mir-205	0.491116149691287
HNRNPA2B1	hsa-mir-205	0.410209716746171
HNRNPA3	hsa-mir-205	0.426899929827733
HNRNPK	hsa-mir-205	1.67103170529235
KIN	hsa-mir-205	0
TRIM71	hsa-mir-205	0
G3BP2	hsa-mir-205	0.190114068441065
ZC3H7A	hsa-mir-205	0
ZC3H7B	hsa-mir-205	9.09090909090909
XRN1	hsa-mir-205	0
TRIM25	hsa-mir-205	3.36700336700337
ATXN2L	hsa-mir-205	1.00840336134454
ATXN2	hsa-mir-205	0
NUFIP2	hsa-mir-205	1.80628087018516
TTC3	hsa-mir-205	0
PAPD4	hsa-mir-205	0
ZC3H11A	hsa-mir-205	0
HNRNPM	hsa-mir-205	0.938509292999553
ZNF346	hsa-mir-205	0.152532031726663
RTCA	hsa-mir-205	1.38888888888889
DHX36	hsa-mir-205	1.41438275845063
USP36	hsa-mir-205	0
PATL1	hsa-mir-205	0
EDC3	hsa-mir-205	0
EDC4	hsa-mir-205	0.493827160493827
DCP1A	hsa-mir-205	0
DCP1B	hsa-mir-205	0
DCP2	hsa-mir-205	0
DDX3X	hsa-mir-205	0.781438077964217
DDX3Y	hsa-mir-205	0
HNRNPR	hsa-mir-205	0.555525932901362
SYNCRIP	hsa-mir-205	0.290505141626915
ZFR	hsa-mir-205	0
TRMT1L	hsa-mir-205	0
MSI1	hsa-mir-205	0
MSI2	hsa-mir-205	0.661864735778197
TRIM26	hsa-mir-205	0
SART3	hsa-mir-205	0
RBBP6	hsa-mir-205	0
CRTAP	hsa-mir-205	0
P3H1	hsa-mir-205	0
TRA2A	hsa-mir-205	0.523895673149405
TRA2B	hsa-mir-205	1.22327790999462
WWP1	hsa-mir-205	0
WWP2	hsa-mir-205	0
CPSF1	hsa-mir-205	0.625
CPSF2	hsa-mir-205	0
CPSF3	hsa-mir-205	0
CPSF4	hsa-mir-205	0
NUDT21	hsa-mir-205	0.173611111111111
CPSF6	hsa-mir-205	0
CPSF7	hsa-mir-205	0
CSTF2	hsa-mir-205	0
CSTF3	hsa-mir-205	0
FIP1L1	hsa-mir-205	1.73913043478261
WDR33	hsa-mir-205	0
SYMPK	hsa-mir-205	0
EPRS	hsa-mir-205	3.47115883630997
RARS	hsa-mir-205	3.78993480811092
IARS	hsa-mir-205	2.29955326133518
LARS	hsa-mir-205	2.24524595316675
DARS	hsa-mir-205	3.05971673983269
QARS	hsa-mir-205	3.44338143982374
MARS	hsa-mir-205	2.81425418537793
KARS	hsa-mir-205	3.25558499538739
AIMP1	hsa-mir-205	7.33056467178958
AIMP2	hsa-mir-205	8.95444511338551
ZNF385A	hsa-mir-205	0
LARP7	hsa-mir-205	0.606230750295893
DZIP3	hsa-mir-205	0
TIAL1	hsa-mir-205	0
MYEF2	hsa-mir-205	0
RBFOX2	hsa-mir-205	0.3125
KNOP1	hsa-mir-205	0.590800951625694
DHX37	hsa-mir-205	3.27088908712459
DDX21	hsa-mir-205	1.17479691675396
LRPPRC	hsa-mir-205	0.587204454144857
RBM45	hsa-mir-205	1.2396694214876
RBMS1	hsa-mir-205	15.2297702297702
RBMS2	hsa-mir-205	16.8
HARS2	hsa-mir-205	0
SUGP2	hsa-mir-205	0.759220428968809
MATR3	hsa-mir-205	3.74621744268212
YBX3	hsa-mir-205	0.937878990822507
YBX1	hsa-mir-205	1.32976776068232
YBX2	hsa-mir-205	1.02707749766573
C1QBP	hsa-mir-205	0.124107973937325
PTBP1	hsa-mir-205	3.29626476779092
PTBP3	hsa-mir-205	4.64146662658708
FAM98A	hsa-mir-205	1.75300939641321
FAM98B	hsa-mir-205	1.75438596491228
MTERF3	hsa-mir-205	0
PTCD3	hsa-mir-205	0.550964187327824
TRIM56	hsa-mir-205	0
PDCD11	hsa-mir-205	1.62089568962798
UPF1	hsa-mir-205	0.435287230761678
NOL6	hsa-mir-205	0.452685421994885
ERAL1	hsa-mir-205	0
UTP20	hsa-mir-205	0.919114845919365
QKI	hsa-mir-205	0
PUF60	hsa-mir-205	3.34249688824852
LSM10	hsa-mir-205	0
LSM11	hsa-mir-205	0
CASC3	hsa-mir-205	0
NONO	hsa-mir-205	0.45463278529763
SFPQ	hsa-mir-205	0.40993609487628
ZNF106	hsa-mir-205	0
DDX49	hsa-mir-205	0
CELF2	hsa-mir-205	2.7972027972028
CELF1	hsa-mir-205	4.07463225385217
PIP5K1A	hsa-mir-205	0
EIF2AK2	hsa-mir-205	0.869498874414685
LARP6	hsa-mir-205	0
ZC3H10	hsa-mir-205	0
C9ORF114	hsa-mir-205	11.4060490817865
SF1	hsa-mir-205	0
PUM1	hsa-mir-205	0
PUM2	hsa-mir-205	0
ELAC1	hsa-mir-205	0
IGF2BP1	hsa-mir-205	7.83471024347888
IGF2BP2	hsa-mir-205	6.62901550848852
IGF2BP3	hsa-mir-205	10.6168006354993
PGAM5	hsa-mir-205	0.869565217391304
CSTF1	hsa-mir-205	0
LCORL	hsa-mir-205	0
NOL4L	hsa-mir-205	0
LIN28A	hsa-mir-206	1.3077593722755
LIN28B	hsa-mir-206	0.237247924080664
ZCCHC11	hsa-mir-206	0
ZCCHC6	hsa-mir-206	0
HNRNPL	hsa-mir-206	0.843591445220382
STRBP	hsa-mir-206	0
NUDT16L1	hsa-mir-206	0
GRSF1	hsa-mir-206	0
HNRNPF	hsa-mir-206	0.674326758457188
HNRNPH1	hsa-mir-206	0.824205510312495
HNRNPH2	hsa-mir-206	1.12876697273241
HNRNPH3	hsa-mir-206	0.244282296038006
ADARB1	hsa-mir-206	0.0929800092980009
ESRP1	hsa-mir-206	0
TRMT10C	hsa-mir-206	0
RBM4	hsa-mir-206	1.11823361823362
RBM4B	hsa-mir-206	0
RBM12B	hsa-mir-206	0
SLTM	hsa-mir-206	0
SAFB	hsa-mir-206	0
FUS	hsa-mir-206	0.308355857934356
TAF15	hsa-mir-206	1.24752588833049
RBM14	hsa-mir-206	0.245149394460043
DDX1	hsa-mir-206	0.297077348206956
APOBEC3B	hsa-mir-206	0
RTCB	hsa-mir-206	0.246232818507775
DDX23	hsa-mir-206	0
RBM47	hsa-mir-206	0
PRMT1	hsa-mir-206	0.826446280991736
RBM6	hsa-mir-206	0
SUGP1	hsa-mir-206	0
PLRG1	hsa-mir-206	0
CDC5L	hsa-mir-206	0
CDC40	hsa-mir-206	0
SF3A1	hsa-mir-206	0
SF3A3	hsa-mir-206	1.30718954248366
SF3B1	hsa-mir-206	0.600463174958977
SF3B2	hsa-mir-206	0.708360506064954
SF3B3	hsa-mir-206	0.480925558975447
SF3B4	hsa-mir-206	0
SF3B5	hsa-mir-206	0
U2SURP	hsa-mir-206	0.169395821569735
RBM10	hsa-mir-206	0
CHERP	hsa-mir-206	0
CCAR1	hsa-mir-206	0
RBM17	hsa-mir-206	0
RBM5	hsa-mir-206	0
AQR	hsa-mir-206	0.588235294117647
XAB2	hsa-mir-206	0
PAXBP1	hsa-mir-206	0
PURA	hsa-mir-206	0
PURB	hsa-mir-206	0
PLOD1	hsa-mir-206	0.124223602484472
HNRNPA0	hsa-mir-206	0.0585251658213032
HNRNPA1	hsa-mir-206	0.40260761866419
HNRNPA2B1	hsa-mir-206	0.45568427628118
HNRNPA3	hsa-mir-206	0.269305610380548
HNRNPK	hsa-mir-206	1.09847268873755
KIN	hsa-mir-206	0
TRIM71	hsa-mir-206	0
G3BP2	hsa-mir-206	25.8928571428571
ZC3H7A	hsa-mir-206	0
ZC3H7B	hsa-mir-206	0
XRN1	hsa-mir-206	0
TRIM25	hsa-mir-206	7.74410774410774
ATXN2L	hsa-mir-206	0
ATXN2	hsa-mir-206	0
NUFIP2	hsa-mir-206	0
TTC3	hsa-mir-206	0
PAPD4	hsa-mir-206	0
ZC3H11A	hsa-mir-206	0
HNRNPM	hsa-mir-206	1.28916044837768
ZNF346	hsa-mir-206	2.94731875858435
RTCA	hsa-mir-206	0
DHX36	hsa-mir-206	0.253430779746569
USP36	hsa-mir-206	0
PATL1	hsa-mir-206	0
EDC3	hsa-mir-206	0
EDC4	hsa-mir-206	0
DCP1A	hsa-mir-206	0
DCP1B	hsa-mir-206	0
DCP2	hsa-mir-206	0
DDX3X	hsa-mir-206	0.912675614598772
DDX3Y	hsa-mir-206	0
HNRNPR	hsa-mir-206	1.10055773502288
SYNCRIP	hsa-mir-206	0.496907338571022
ZFR	hsa-mir-206	5.06099273403951
TRMT1L	hsa-mir-206	0
MSI1	hsa-mir-206	0
MSI2	hsa-mir-206	0
TRIM26	hsa-mir-206	0
SART3	hsa-mir-206	0
RBBP6	hsa-mir-206	0
CRTAP	hsa-mir-206	0
P3H1	hsa-mir-206	0
TRA2A	hsa-mir-206	1.17995652505253
TRA2B	hsa-mir-206	0.922308901098143
WWP1	hsa-mir-206	0
WWP2	hsa-mir-206	0
CPSF1	hsa-mir-206	1.30414887126297
CPSF2	hsa-mir-206	0
CPSF3	hsa-mir-206	0
CPSF4	hsa-mir-206	0
NUDT21	hsa-mir-206	0.173611111111111
CPSF6	hsa-mir-206	0
CPSF7	hsa-mir-206	0
CSTF2	hsa-mir-206	0
CSTF3	hsa-mir-206	0
FIP1L1	hsa-mir-206	0
WDR33	hsa-mir-206	0
SYMPK	hsa-mir-206	0
EPRS	hsa-mir-206	1.21635946563297
RARS	hsa-mir-206	0.803421182534738
IARS	hsa-mir-206	0.569506289451495
LARS	hsa-mir-206	0.173913043478261
DARS	hsa-mir-206	1.32784427900116
QARS	hsa-mir-206	0.709426356968761
MARS	hsa-mir-206	0.473650318463103
KARS	hsa-mir-206	0.482555433289836
AIMP1	hsa-mir-206	0.248756218905473
AIMP2	hsa-mir-206	0
ZNF385A	hsa-mir-206	0
LARP7	hsa-mir-206	0.197559687067986
DZIP3	hsa-mir-206	0
TIAL1	hsa-mir-206	0
MYEF2	hsa-mir-206	0
RBFOX2	hsa-mir-206	1.55120481927711
KNOP1	hsa-mir-206	0.576923076923077
DHX37	hsa-mir-206	0.188679245283019
DDX21	hsa-mir-206	0.823493044963493
LRPPRC	hsa-mir-206	2.08675757210773
RBM45	hsa-mir-206	0
RBMS1	hsa-mir-206	0
RBMS2	hsa-mir-206	0
HARS2	hsa-mir-206	0
SUGP2	hsa-mir-206	5.34820290259919
MATR3	hsa-mir-206	1.47894916357984
YBX3	hsa-mir-206	0.549284934355978
YBX1	hsa-mir-206	0.886813242709448
YBX2	hsa-mir-206	0
C1QBP	hsa-mir-206	0.739554474339578
PTBP1	hsa-mir-206	2.30365176982336
PTBP3	hsa-mir-206	2.0918136822
FAM98A	hsa-mir-206	0
FAM98B	hsa-mir-206	0
MTERF3	hsa-mir-206	0
PTCD3	hsa-mir-206	0
TRIM56	hsa-mir-206	0
PDCD11	hsa-mir-206	0.193156645492212
UPF1	hsa-mir-206	0.694791254120626
NOL6	hsa-mir-206	0
ERAL1	hsa-mir-206	0.460829493087558
UTP20	hsa-mir-206	1.20036940398069
QKI	hsa-mir-206	0
PUF60	hsa-mir-206	0
LSM10	hsa-mir-206	0
LSM11	hsa-mir-206	0
CASC3	hsa-mir-206	0
NONO	hsa-mir-206	0.941300994516202
SFPQ	hsa-mir-206	0.889529170950105
ZNF106	hsa-mir-206	0
DDX49	hsa-mir-206	0
CELF2	hsa-mir-206	0
CELF1	hsa-mir-206	0.145454545454545
PIP5K1A	hsa-mir-206	0
EIF2AK2	hsa-mir-206	0.463612033763261
LARP6	hsa-mir-206	0
ZC3H10	hsa-mir-206	0
C9ORF114	hsa-mir-206	0
SF1	hsa-mir-206	0
PUM1	hsa-mir-206	0.178571428571429
PUM2	hsa-mir-206	0
ELAC1	hsa-mir-206	0
IGF2BP1	hsa-mir-206	0.451621453201257
IGF2BP2	hsa-mir-206	0.588044541982376
IGF2BP3	hsa-mir-206	0.510221251256628
PGAM5	hsa-mir-206	30.4411414575731
CSTF1	hsa-mir-206	34.4444444444444
LCORL	hsa-mir-206	100
NOL4L	hsa-mir-206	100
LIN28A	hsa-mir-214	0.610287707061901
LIN28B	hsa-mir-214	0
ZCCHC11	hsa-mir-214	0
ZCCHC6	hsa-mir-214	0
HNRNPL	hsa-mir-214	2.63594726303102
STRBP	hsa-mir-214	0.338983050847458
NUDT16L1	hsa-mir-214	0
GRSF1	hsa-mir-214	0
HNRNPF	hsa-mir-214	0.732445617995269
HNRNPH1	hsa-mir-214	0.771074901758846
HNRNPH2	hsa-mir-214	0.830436843178657
HNRNPH3	hsa-mir-214	0.160739329035995
ADARB1	hsa-mir-214	0
ESRP1	hsa-mir-214	0
TRMT10C	hsa-mir-214	0
RBM4	hsa-mir-214	1.57153032153032
RBM4B	hsa-mir-214	3.33333333333333
RBM12B	hsa-mir-214	0
SLTM	hsa-mir-214	0
SAFB	hsa-mir-214	0
FUS	hsa-mir-214	0.728072981794508
TAF15	hsa-mir-214	1.22544701936402
RBM14	hsa-mir-214	1.9115557534768
DDX1	hsa-mir-214	0.885466261057722
APOBEC3B	hsa-mir-214	0
RTCB	hsa-mir-214	0.315810075302168
DDX23	hsa-mir-214	2.82352941176471
RBM47	hsa-mir-214	0
PRMT1	hsa-mir-214	0
RBM6	hsa-mir-214	0
SUGP1	hsa-mir-214	0
PLRG1	hsa-mir-214	0
CDC5L	hsa-mir-214	1.53256704980843
CDC40	hsa-mir-214	0
SF3A1	hsa-mir-214	1.13867966326983
SF3A3	hsa-mir-214	1.30718954248366
SF3B1	hsa-mir-214	1.78610947056666
SF3B2	hsa-mir-214	1.17605420715586
SF3B3	hsa-mir-214	1.80038461673739
SF3B4	hsa-mir-214	0
SF3B5	hsa-mir-214	0
U2SURP	hsa-mir-214	0.282326369282891
RBM10	hsa-mir-214	0.408163265306122
CHERP	hsa-mir-214	0
CCAR1	hsa-mir-214	0
RBM17	hsa-mir-214	0
RBM5	hsa-mir-214	0
AQR	hsa-mir-214	0.588235294117647
XAB2	hsa-mir-214	0
PAXBP1	hsa-mir-214	0
PURA	hsa-mir-214	0
PURB	hsa-mir-214	0
PLOD1	hsa-mir-214	0.186335403726708
HNRNPA0	hsa-mir-214	0.279139447746443
HNRNPA1	hsa-mir-214	0.582652618600974
HNRNPA2B1	hsa-mir-214	0.517836301581837
HNRNPA3	hsa-mir-214	0.50964334755788
HNRNPK	hsa-mir-214	1.21117624098747
KIN	hsa-mir-214	0
TRIM71	hsa-mir-214	0
G3BP2	hsa-mir-214	0.0950570342205323
ZC3H7A	hsa-mir-214	0
ZC3H7B	hsa-mir-214	0
XRN1	hsa-mir-214	0
TRIM25	hsa-mir-214	0
ATXN2L	hsa-mir-214	0.384615384615385
ATXN2	hsa-mir-214	0
NUFIP2	hsa-mir-214	0.366300366300366
TTC3	hsa-mir-214	0
PAPD4	hsa-mir-214	0
ZC3H11A	hsa-mir-214	0.714285714285714
HNRNPM	hsa-mir-214	1.23072998295067
ZNF346	hsa-mir-214	1.3840540456451
RTCA	hsa-mir-214	0.497512437810945
DHX36	hsa-mir-214	3.14222592661681
